eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE055	high	41	maybe-viral (10), viral (5), non-viral (2)	glycoprotein protein (4), uncharacterized protein (4), VDB (4), annotated protein of Eukaryota (2), polyprotein protein (2), UDB Viruses (1)	NC_064875.1_33303568-33304144:+	5.609999999999999e-99	78	Glycoprotein (Fragment) n=6 Tax=Culicidae  RepID=A0A2M4ARI2_9DIPT	glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 2	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE056	high	38	maybe-viral (8), viral (2)	uncharacterized protein (5), polyprotein protein (2), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064875.1_33303076-33303669:+	1.0199999999999998e-101	80.2	Glycoprotein (Fragment) n=6 Tax=Culicidae  RepID=A0A2M4ARI2_9DIPT	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE057	high	37	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (3), polyprotein protein (2), annotated protein of Eukaryota (1), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064873.1_7625727-7626872:-	1.7e-259	99.7	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE058	high	37	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (3), polyprotein protein (2), annotated protein of Eukaryota (1), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064874.1_35170018-35171163:-	1.2699999999999999e-258	99.5	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE059	high	37	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (3), polyprotein protein (2), annotated protein of Eukaryota (1), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064874.1_53816779-53817924:+	1.84e-257	99	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE060	high	37	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (3), polyprotein protein (2), annotated protein of Eukaryota (1), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064874.1_72897450-72898595:+	1.7e-259	99.7	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE061	high	37	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (3), polyprotein protein (2), annotated protein of Eukaryota (1), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064875.1_33393608-33394753:-	1.7e-259	99.7	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE062	high	36	non-viral (14), viral (9)	annotated protein of Eukaryota (13), VDB (5), UDB Viruses (3), annotated protein of unclassified root superkingdom (1), viral (1)	NC_064875.1_59132622-59133068:-	2.33e-75	71.9	Putative inhibitor of apoptosis protein (Fragment) n=1 Tax=Anopheles aquasalis  RepID=T1DLT5_ANOAQ	inhibitor of apoptosis 3 [Choristoneura fumiferana multiple nucleopolyhedrovirus] acc=NP_848342.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__Naldaviricetes;o__Lefavirales;f__Baculoviridae;g__Alphabaculovirus;s__Alphabaculovirus chofumiferanae	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE063	high	35	non-viral (14), viral (9)	annotated protein of Eukaryota (14), VDB (6), UDB Viruses (2), viral (1)	NC_064875.1_59128686-59129126:-	2.47e-80	78.5	RING-type domain-containing protein n=8 Tax=Nyssorhynchus  RepID=A0A8W7K907_ANOAL	inhibitor of apoptosis 3 [Choristoneura fumiferana multiple nucleopolyhedrovirus] acc=NP_848342.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__Naldaviricetes;o__Lefavirales;f__Baculoviridae;g__Alphabaculovirus;s__Alphabaculovirus chofumiferanae	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE064	high	34	maybe-viral (17), viral (9), non-viral (5), retro (3)	uncharacterized protein (10), annotated protein of Eukaryota (5), VDB (5), polyprotein protein (4), UDB Viruses (4), glycoprotein protein (3), retro (2), reverse transcriptase (1)	NC_064875.1_32259041-32259470:+	1.0299999999999998e-31	85.9	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	glycoprotein [Kaiowa virus] acc=ASV45863.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Kaiowa virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE065	high	32	non-viral (14), viral (7), maybe-viral (1)	annotated protein of Eukaryota (14), VDB (4), UDB Viruses (2), uncharacterized protein (1), viral (1)	NC_064875.1_3575132-3575398:+	6.79e-38	64.8	RING-type domain-containing protein n=48 Tax=Cellia  RepID=A0A182MF22_9DIPT	IAP-3 n=1 Tax=Urbanus proteus nucleopolyhedrovirus  RepID=A0A162GUK6_9ABAC	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__Naldaviricetes;o__Lefavirales;f__Baculoviridae;g__Alphabaculovirus;s__Alphabaculovirus urprotei	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE066	low	30	non-viral (12), viral (7), false-viral (1)	annotated protein of Eukaryota (12), viral (7), ubiquitin (1)	NC_064874.1_24908580-24908879:-	6.13e-65	97	UBC core domain-containing protein n=1 Tax=Anopheles merus  RepID=A0A182UXU7_ANOME	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE067	low	26	non-viral (15), viral (5)	annotated protein of Eukaryota (15), envelope (5)	NC_064875.1_52078056-52078829:+	2.35e-115	70	CTD nuclear envelope phosphatase 1 homolog n=171 Tax=Eumetazoa  RepID=CNEP1_DROPS	NA	NA	unclassified Metazoa phylum
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE068	low	22	maybe-viral (10), non-viral (6), retro (2), viral (2)	uncharacterized protein (9), annotated protein of Eukaryota (3), annotated protein of unclassified root superkingdom (3), retro (2), VDB (2), polyprotein protein (1)	NC_064874.1_21989217-21989489:+	1.41e-35	65.9	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE069	low	21	maybe-viral (10), non-viral (6), retro (3), viral (2)	uncharacterized protein (9), annotated protein of Eukaryota (3), annotated protein of unclassified root superkingdom (3), retro (2), VDB (2), polyprotein protein (1), reverse transcriptase (1)	NC_064873.1_12888708-12888965:+	4.84e-39	70.9	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE070	low	21	maybe-viral (10), non-viral (6), retro (3), viral (2)	uncharacterized protein (9), annotated protein of Eukaryota (3), annotated protein of unclassified root superkingdom (3), retro (2), VDB (2), polyprotein protein (1), reverse transcriptase (1)	NC_064874.1_30936900-30937157:-	4.84e-39	70.9	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE071	low	20	maybe-viral (1)	uncharacterized protein (1)	NC_064873.1_6054055-6054828:-	5.999999999999999e-150	99.6	Uncharacterized protein n=11 Tax=Nyssorhynchus  RepID=W5J847_ANODA	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE072	low	20	maybe-viral (6)	uncharacterized protein (3), polyprotein protein (2), glycoprotein protein (1)	NC_064873.1_7638295-7640208:+	0	94.5	Putative polyprotein n=1 Tax=Anopheles darlingi  RepID=A0A2M4CVY8_ANODA	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE073	low	18	maybe-viral (8), non-viral (8), retro (2), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (3), VDB (2), retro (1), reverse transcriptase (1)	NC_064874.1_26538610-26538861:-	9.49e-28	60.7	RNA-directed DNA polymerase (Fragment) n=4 Tax=root  RepID=U5ES61_9DIPT	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE074	low	18	non-viral (9), maybe-viral (8), viral (2), retro (1)	uncharacterized protein (8), annotated protein of Eukaryota (6), annotated protein of unclassified root superkingdom (3), VDB (2), retro (1)	NC_064875.1_13519293-13519544:+	3.74e-28	65	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE075	low	18	non-viral (9), maybe-viral (8), viral (2), retro (1)	uncharacterized protein (8), annotated protein of Eukaryota (6), annotated protein of unclassified root superkingdom (3), VDB (2), retro (1)	NC_064875.1_40468175-40468426:+	3.74e-28	65	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE076	low	18	non-viral (9), maybe-viral (8), viral (2), retro (1)	uncharacterized protein (8), annotated protein of Eukaryota (6), annotated protein of unclassified root superkingdom (3), VDB (2), retro (1)	NC_064875.1_45185361-45185612:+	3.74e-28	65	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE077	low	16	non-viral (11), maybe-viral (6), viral (2), retro (1)	annotated protein of Eukaryota (8), uncharacterized protein (6), annotated protein of unclassified root superkingdom (3), VDB (2), retro (1)	NC_064874.1_52610952-52611201:-	7.55e-24	61.7	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE078	low	16	non-viral (8), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (8), uncharacterized protein (4), reverse transcriptase (3), VDB (2), hypothetical protein (1), polyprotein protein (1), retro (1)	NC_064874.1_57929155-57929412:-	3.85e-25	55.8	LOW QUALITY PROTEIN: uncharacterized protein LOC119610276 n=1 Tax=Lucilia sericata  RepID=UPI0018A819C6	pol-like protein [Ceratitis capitata] acc=AAC28743.1 	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE079	low	16	non-viral (8), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (8), uncharacterized protein (4), reverse transcriptase (3), VDB (2), hypothetical protein (1), polyprotein protein (1), retro (1)	NC_064874.1_62264810-62265067:-	3.85e-25	55.8	LOW QUALITY PROTEIN: uncharacterized protein LOC119610276 n=1 Tax=Lucilia sericata  RepID=UPI0018A819C6	pol-like protein [Ceratitis capitata] acc=AAC28743.1 	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE080	low	16	non-viral (8), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (8), uncharacterized protein (4), reverse transcriptase (3), VDB (2), hypothetical protein (1), polyprotein protein (1), retro (1)	NC_064874.1_91475862-91476119:-	3.85e-25	55.8	LOW QUALITY PROTEIN: uncharacterized protein LOC119610276 n=1 Tax=Lucilia sericata  RepID=UPI0018A819C6	pol-like protein [Ceratitis capitata] acc=AAC28743.1 	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE081	low	16	non-viral (9), maybe-viral (8), retro (3), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (7), retro (3), annotated protein of unclassified root superkingdom (2), VDB (2)	NC_064875.1_32355118-32355375:+	7.63e-33	72.1	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE082	low	16	non-viral (8), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (8), uncharacterized protein (4), reverse transcriptase (3), VDB (2), hypothetical protein (1), polyprotein protein (1), retro (1)	NC_064875.1_33877038-33877295:-	3.85e-25	55.8	LOW QUALITY PROTEIN: uncharacterized protein LOC119610276 n=1 Tax=Lucilia sericata  RepID=UPI0018A819C6	pol-like protein [Ceratitis capitata] acc=AAC28743.1 	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE083	low	15	maybe-viral (11), non-viral (7), retro (2), viral (1)	uncharacterized protein (11), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (2), retro (1), reverse transcriptase (1), VDB (1)	NC_064873.1_12410832-12411089:-	7.57e-28	60.5	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE084	low	15	maybe-viral (11), non-viral (5), retro (4), viral (1)	uncharacterized protein (11), annotated protein of Eukaryota (4), retro (2), reverse transcriptase (2), annotated protein of unclassified root superkingdom (1), VDB (1)	NC_064874.1_52384151-52384408:+	6.24e-29	60.3	Retrovirus-related Pol polyprotein (Fragment) n=1 Tax=Anoplophora glabripennis  RepID=V5G9R5_ANOGL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE085	low	15	non-viral (10), maybe-viral (7), retro (2), viral (2)	annotated protein of Eukaryota (10), uncharacterized protein (7), retro (2), UDB Viruses (1), VDB (1)	NC_064874.1_61122151-61122405:-	1.1400000000000001e-33	71.4	RNA-directed DNA polymerase (Fragment) n=5 Tax=Anopheles darlingi  RepID=A0A2M4CX75_ANODA	RNA-dependent RNA polymerase [Infectious flacherie virus] acc=ADN23765.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Iflavirus flacherie	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE086	low	15	non-viral (10), maybe-viral (7), retro (2), viral (2)	annotated protein of Eukaryota (10), uncharacterized protein (7), retro (2), UDB Viruses (1), VDB (1)	NC_064874.1_91478637-91478891:-	6.11e-34	72.6	RNA-directed DNA polymerase (Fragment) n=5 Tax=Anopheles darlingi  RepID=A0A2M4CX75_ANODA	RNA-dependent RNA polymerase [Infectious flacherie virus] acc=ADN23765.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Iflavirus flacherie	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE087	low	15	non-viral (10), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (8), uncharacterized protein (4), reverse transcriptase (3), annotated protein of unclassified root superkingdom (2), VDB (2), hypothetical protein (1), polyprotein protein (1), retro (1)	NC_064875.1_32637766-32638020:+	1.0799999999999999e-30	63.5	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE088	low	15	non-viral (15), viral (3), maybe-viral (2)	annotated protein of Eukaryota (14), uncharacterized protein (2), VDB (2), annotated protein of unclassified root superkingdom (1), viral (1)	NC_064875.1_3574754-3575132:+	6.66e-29	46.5	uncharacterized protein LOC119683913 n=1 Tax=Teleopsis dalmanni  RepID=UPI0018CCA5BA	baculoviral IAP repeat-containing protein [Sicyonia whispovirus] acc=BDT63158.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__Naldaviricetes;o__unclassified Naldaviricetes order;f__Nimaviridae;g__Whispovirus;s__Sicyonia whispovirus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE089	low	14	maybe-viral (9), non-viral (8), retro (2), viral (1)	uncharacterized protein (9), annotated protein of Eukaryota (6), annotated protein of unclassified root superkingdom (2), retro (1), reverse transcriptase (1), VDB (1)	NC_064875.1_33214161-33214418:-	1.6e-28	61.6	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE090	low	14	maybe-viral (8), non-viral (3)	uncharacterized protein (8), annotated protein of Eukaryota (3)	NC_064875.1_67232914-67233483:-	1.7599999999999998e-128	97.4	Putative secreted peptide n=1 Tax=Anopheles braziliensis  RepID=A0A2M3ZTZ7_9DIPT	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE091	low	13	non-viral (12), retro (6), viral (3), maybe-viral (1)	annotated protein of Eukaryota (12), reverse transcriptase (4), retro (2), VDB (2), UDB Viruses (1), uncharacterized protein (1)	NC_064875.1_47845619-47845876:+	3.83e-30	68.3	RNA-directed DNA polymerase (Fragment) n=6 Tax=Diptera  RepID=A0A1W7R6I3_AEDAL	RNA-dependent RNA polymerase [Infectious flacherie virus] acc=ADN23765.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Iflavirus flacherie	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE092	low	12	maybe-viral (2), non-viral (1)	uncharacterized protein (2), annotated protein of Eukaryota (1)	NC_064875.1_41205720-41205980:+	1.5500000000000001e-58	96.4	Putative inhibitor of apoptosis domain protein (Fragment) n=1 Tax=Anopheles darlingi  RepID=A0A2M4CLJ1_ANODA	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE093	low	11	non-viral (9), maybe-viral (6), retro (4), viral (1)	annotated protein of Eukaryota (7), uncharacterized protein (6), retro (4), annotated protein of unclassified root superkingdom (2), VDB (1)	NC_064873.1_12464179-12464436:+	6.72e-32	73.3	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE094	low	11	maybe-viral (11), non-viral (6), retro (3)	uncharacterized protein (11), annotated protein of Eukaryota (5), reverse transcriptase (2), annotated protein of unclassified root superkingdom (1), retro (1)	NC_064873.1_12562810-12563067:-	1.17e-28	61.6	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE095	low	11	maybe-viral (11), non-viral (6), retro (3)	uncharacterized protein (11), annotated protein of Eukaryota (5), reverse transcriptase (2), annotated protein of unclassified root superkingdom (1), retro (1)	NC_064873.1_13087653-13087910:+	1.17e-28	61.6	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE096	low	11	maybe-viral (1), non-viral (1)	annotated protein of Eukaryota (1), uncharacterized protein (1)	NC_064874.1_20243116-20243828:+	1.01e-39	46.5	Uncharacterized protein n=4 Tax=Culicidae  RepID=A0A182SRL9_9DIPT	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE097	low	11	maybe-viral (11), non-viral (6), retro (3)	uncharacterized protein (11), annotated protein of Eukaryota (5), reverse transcriptase (2), annotated protein of unclassified root superkingdom (1), retro (1)	NC_064874.1_55724143-55724400:-	1.17e-28	61.6	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE098	low	11	maybe-viral (11), non-viral (6), retro (3)	uncharacterized protein (11), annotated protein of Eukaryota (5), reverse transcriptase (2), annotated protein of unclassified root superkingdom (1), retro (1)	NC_064874.1_60976526-60976783:-	1.17e-28	61.6	RNA-directed DNA polymerase n=6 Tax=Obtectomera  RepID=A0A8R2LZ91_BOMMO	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE099	low	11	maybe-viral (1), non-viral (1)	annotated protein of Eukaryota (1), uncharacterized protein (1)	NC_064874.1_64110038-64110880:+	8.51e-199	99.3	Uncharacterized protein n=2 Tax=Anopheles darlingi  RepID=W5JWZ3_ANODA	NA	NA	Arthropoda
